"","Protein.Group","Protein.Ids","Protein.Names","Genes","First.Protein.Description","peptide.length","start","intensity_0nM_R1","intensity_0nM_R2","intensity_0nM_R3","intensity_0nM_R4","intensity_02nM_R1","intensity_02nM_R2","intensity_02nM_R3","intensity_02nM_R4","intensity_2nM_R1","intensity_2nM_R2","intensity_2nM_R3","intensity_2nM_R4","intensity_2uM_R1","intensity_2uM_R2","intensity_2uM_R3","intensity_2uM_R4","intensity_20nM_R1","intensity_20nM_R2","intensity_20nM_R3","intensity_20nM_R4","intensity_20uM_R1","intensity_20uM_R2","intensity_20uM_R3","intensity_20uM_R4","intensity_100uM_R1","intensity_100uM_R2","intensity_100uM_R3","intensity_100uM_R4","intensity_200nM_R1","intensity_200nM_R2","intensity_200nM_R3","intensity_200nM_R4","quantified.in.rep1.?","quantified.in.rep2.?","quantified.in.rep3.?","quantified.in.rep4.?","Nr.of.replicates.(quantified)","stabilized.in.rep1.?","stabilized.in.rep2.?","stabilized.in.rep3.?","stabilized.in.rep4.?","Nr.of.replicates.(stabilized)","destabilized.in.rep1.?","destabilized.in.rep2.?","destabilized.in.rep3.?","destabilized.in.rep4.?","Nr.of.replicates.(destabilized)","regulation","pEC50_rep1","R2_rep1","lower_rep1","upper_rep1","Ratio_0nM_0nM_R1","Ratio_02nM_0nM_R1","Ratio_2nM_0nM_R1","Ratio_20nM_0nM_R1","Ratio_200nM_0nM_R1","Ratio_2uM_0nM_R1","Ratio_20uM_0nM_R1","Ratio_100uM_0nM_R1","pEC50_rep2","R2_rep2","lower_rep2","upper_rep2","Ratio_0nM_0nM_R2","Ratio_02nM_0nM_R2","Ratio_2nM_0nM_R2","Ratio_20nM_0nM_R2","Ratio_200nM_0nM_R2","Ratio_2uM_0nM_R2","Ratio_20uM_0nM_R2","Ratio_100uM_0nM_R2","pEC50_rep3","R2_rep3","lower_rep3","upper_rep3","Ratio_0nM_0nM_R3","Ratio_02nM_0nM_R3","Ratio_2nM_0nM_R3","Ratio_20nM_0nM_R3","Ratio_200nM_0nM_R3","Ratio_2uM_0nM_R3","Ratio_20uM_0nM_R3","Ratio_100uM_0nM_R3","pEC50_rep4","R2_rep4","lower_rep4","upper_rep4","Ratio_0nM_0nM_R4","Ratio_02nM_0nM_R4","Ratio_2nM_0nM_R4","Ratio_20nM_0nM_R4","Ratio_200nM_0nM_R4","Ratio_2uM_0nM_R4","Ratio_20uM_0nM_R4","Ratio_100uM_0nM_R4","CV_pEC50","mean_pEC50","is.kinase","end","Protein.kinase","domain","location","D_start","D_end","D_start2","D_end2","in.domain"
"11","P50613","P50613","CDK7_HUMAN","CDK7","Cyclin-dependent kinase 7",9,180,243795,250837,242701,267935,253433,252403,248587,262862,244316,280445,273311,247846,165839,153890,174382,136595,254743,252667,243390,254158,71241.1,77105.4,57444.2,79578.9,52914.2,52686.5,60169.8,45242.5,256708,262354,238376,242836,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",5.6265,0.9945,0.239018981046914,1.03044744747472,1,1.03953321438093,1.00213704136672,1.04490658134908,1.05296663180131,0.680239545519801,0.29221723169056,0.217043827806149,5.7306,0.9847,0.246150210784472,1.03986690432056,1,1.00624309810754,1.11803681275091,1.00729557441685,1.04591427899393,0.613505981972357,0.307392450077142,0.210042776783329,5.5866,0.9857,1.02995997748396,0.229118393521109,1,1.02425206323831,1.12612226566846,1.00283888405899,0.982179719078207,0.718505486174346,0.236687117069975,0.247917396302446,5.813,0.9902,0.191975592596174,0.971019574645479,1,0.98106630339448,0.92502286002202,0.948580812510497,0.906324295071566,0.509806482915633,0.297008229607927,0.168856252449288,0.0180108684452567,5.689175,"yes",188,"Protein kinase","domain","12-295;",12,295,NA,NA,"yes"
"12","Q05397","Q05397","FAK1_HUMAN","PTK2","Focal adhesion kinase 1",17,674,110016,107223,114541,121178,96310.8,98293.7,80333.1,111959,106682,93328.8,106461,98120.7,29194.6,37810.9,57911.7,41846.1,121670,105331,108032,105775,40232.7,46494.7,48455.9,46133.3,39951,34425.3,45979.9,39938.5,41945.5,62650.7,60790.4,62970,1,1,1,1,4,1,1,0,1,"3",0,0,0,0,"0","stabilized",6.8751,0.9611,0.331395591738671,0.987765129745183,1,0.875425392670157,0.969695317044794,1.10593004653869,0.381267270215241,0.265366855730076,0.36569862565445,0.363138089005236,6.7455,0.9704,0.369107065999748,0.942376227517952,1,0.916722158492115,0.8704177275398,0.98235453214329,0.584302808166158,0.352637960139149,0.433626180949983,0.321062645141434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9612,0.965,0.348605824482551,0.91433824019219,1,0.92392183399627,0.809723712224991,0.872889468385351,0.519648781131889,0.345327534701018,0.380706893990658,0.329585403291026,0.0158263984271917,6.8606,"yes",690,"Protein kinase","domain","422-680;",422,680,NA,NA,"yes"
"13","O96013","O96013","PAK4_HUMAN","PAK4","Serine/threonine-protein kinase PAK 4",14,561,184271,162548,183858,176361,183245,189118,175742,155302,185374,194860,202758,171536,96958.3,99683.6,101378,98766.5,212651,197427,158040,177624,75006.2,51891.7,50140.5,59434.2,68556.1,75512.5,56414.5,59380.5,174768,144141,106796,126161,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",6.0979,0.9719,0.386506003912524,1.03723173931461,1,0.994432113571859,1.00598574924975,1.15401229710589,0.948429215666057,0.526172322286198,0.407042887920508,0.372039550444725,6.2575,0.9378,0.393920465028878,1.14408445598409,1,1.16345940891306,1.19878435908163,1.21457661736841,0.886759603317174,0.613256391958068,0.319239240101385,0.464555085267121,6.6737,0.9424,0.277061233759275,1.02984909636734,1,0.955857237650796,1.1027967235584,0.859576412231178,0.580861316885858,0.551392922799117,0.272713180824332,0.306837341861654,6.1635,0.9608,0.309562619438777,0.970519690122408,1,0.880591513996859,0.972641343607714,1.00716144725875,0.715356569763156,0.560024608615283,0.337003078912004,0.336698589824281,0.0410902648998827,6.29815,"yes",574,"Protein kinase","domain","321-572;",321,572,NA,NA,"yes"
"14","Q13043","Q13043","STK4_HUMAN","STK4","Serine/threonine-protein kinase 4",13,270,1270000,1380000,1370000,1390000,1270000,1420000,1400000,1460000,1270000,1430000,1400000,1360000,116123,78515.1,83724.5,63602.5,495475,584698,583102,556832,93834.3,88795.2,80972.2,60513.3,93084.4,87164,64410.7,99450.5,80823.5,127827,103331,121997,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",7.7614,0.9997,0.0755620793400951,1.00001557543417,1,1,1,0.390137795275591,0.0636405511811024,0.0914354330708661,0.0738852755905512,0.0732948031496063,7.7487,0.999,0.069237827649936,1.0217556231107,1,1.02898550724638,1.03623188405797,0.423694202898551,0.0926282608695652,0.056895,0.064344347826087,0.0631623188405797,7.7478,0.9995,0.0606548508495462,1.01462580067782,1,1.02189781021898,1.02189781021898,0.425621897810219,0.0754240875912409,0.0611127737226277,0.059103795620438,0.0470151094890511,7.8698,0.9986,0.0576903565060966,1.02701772800038,1,1.05035971223022,0.97841726618705,0.400598561151079,0.0877676258992806,0.0457571942446043,0.0435347482014388,0.0715471223021583,0.00757030384994898,7.781925,"yes",282,"Protein kinase","domain","30-281;",30,281,NA,NA,"yes"
"15","O14757","O14757","CHK1_HUMAN","CHEK1","Serine/threonine-protein kinase Chk1",10,45,379796,360115,380227,353103,372309,364438,395687,350300,340577,375466,342586,339861,54122.6,44451.6,48415.1,47039.9,385120,363332,325307,286751,40395.1,38285,40263,40315.7,24463,42556.5,19883.8,30013.5,98622.2,98427.2,100079,92193.7,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",6.8232,0.9919,0.104475422520898,0.972761496312078,1,0.980286785537499,0.896736669159233,1.01401805179623,0.259671507862115,0.142504397097389,0.106359993259539,0.0644108942695552,6.9541,0.9993,0.115818121206924,1.01828692471136,1,1.01200449856296,1.04262804937312,1.00893325743165,0.273321577829304,0.123437235327604,0.106313261041612,0.118174749732724,7.1512,0.9914,0.0894909435889609,0.986677352733585,1,1.04065992157317,0.901003874001583,0.855559968124305,0.263208556993585,0.12733209372296,0.1058920066171,0.0522945503607056,7.2277,0.9991,0.105889985283657,0.990296872049408,1,0.992061806328465,0.962498194577786,0.81208882394089,0.261095770922365,0.133218635922096,0.114175467214949,0.0849992778311144,0.0261921055436554,7.03905,"yes",54,"Protein kinase","domain","9-265;",9,265,NA,NA,"yes"
"16","P50613","P50613","CDK7_HUMAN","CDK7","Cyclin-dependent kinase 7",9,168,32761.7,44154.6,36170.9,38077.4,31302,27485.2,34084.6,32344.2,41766.4,41386.8,26076.9,34623.2,21338.3,8587.98,19674.2,19536.1,33653.9,30828.8,31255.5,31855,7014.27,10012.3,10042,8168.02,4679.58,0,6368.97,7023.51,42063.9,28655.1,37087.1,31009.8,1,0,1,1,3,1,0,1,1,"3",0,0,0,0,"0","stabilized",5.6951,0.9249,0.178441662025937,1.10827740162331,1,0.955444925019153,1.2748544794684,1.02723301904358,1.28393520482759,0.65131846027526,0.214099695681238,0.142836910172549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7162,0.9137,0.226923019342468,0.91061389405795,1,0.942321037076766,0.720935890453375,0.864106229040472,1.02532975402879,0.543923430160709,0.277626489802576,0.176079942716382,5.7505,0.9783,0.147530616574847,0.906158754279521,1,0.849432997000846,0.909284772594767,0.836585481151549,0.814388587456076,0.513062866687326,0.214510969761591,0.184453507855053,0.00488775049973401,5.7206,"yes",176,"Protein kinase","domain","12-295;",12,295,NA,NA,"yes"
"17","P53350","P53350","PLK1_HUMAN","PLK1","Serine/threonine-protein kinase PLK1",10,67,1110000,1060000,1020000,1010000,1120000,1050000,1170000,941750,1040000,1050000,930018,982911,566196,569223,540570,520117,1020000,1030000,894431,941795,268345,382087,397232,331306,297989,289857,253393,202465,947889,838911,1010000,705701,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",5.952,0.9911,0.230773522048399,0.971993893957701,1,1.00900900900901,0.936936936936937,0.918918918918919,0.853954054054054,0.510086486486486,0.241752252252252,0.268458558558559,6.0184,0.9979,0.250771856579937,1.00406901163222,1,0.990566037735849,0.990566037735849,0.971698113207547,0.791425471698113,0.537002830188679,0.360459433962264,0.27345,5.865,0.9288,0.315780889771049,0.988236259460963,1,1.14705882352941,0.911782352941176,0.876893137254902,0.990196078431373,0.529970588235294,0.389443137254902,0.248424509803922,5.8863,0.9899,0.120314274687567,0.990688976659341,1,0.932425742574257,0.973179207920792,0.932470297029703,0.698713861386139,0.514967326732673,0.328025742574257,0.200460396039604,0.0116956604573856,5.930425,"yes",76,"Protein kinase","domain","53-305;",53,305,NA,NA,"yes"
"18","P53350","P53350","PLK1_HUMAN","PLK1","Serine/threonine-protein kinase PLK1",16,67,579279,595815,556856,552099,561802,587374,616333,592963,552939,523413,571481,539216,373592,402136,365223,388237,613985,523479,584151,610281,261673,239663,219998,267751,196466,210886,221668,197248,578426,518002,469034,613955,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",5.7738,0.9782,0.384183354165412,1.00116276375313,1,0.969829736620868,0.954529682588183,1.0599124083559,0.998527479849951,0.644925847475914,0.451721881856584,0.339156088862189,5.5069,0.9735,0.276936113532965,0.947726259707517,1,0.985832850801004,0.878482414843534,0.878593187482692,0.869400736805888,0.674934333643832,0.402243985129612,0.353945436083348,5.9849,0.9797,0.347899359480729,1.05441127188106,1,1.10680858247015,1.02626352234689,1.0490162627322,0.842289568577873,0.655866148519545,0.395071616360424,0.398070596348068,5.7221,0.9622,0.42108681692883,1.05362955764723,1,1.07401571095039,0.976665416890811,1.10538327365201,1.11203787726477,0.70320178084003,0.484969181251913,0.357269257868607,0.0341546754006052,5.746925,"yes",82,"Protein kinase","domain","53-305;",53,305,NA,NA,"yes"
"19","Q13177","Q13177;Q13153","PAK2_HUMAN","PAK2","Serine/threonine-protein kinase PAK 2",8,480,376296.4,343443.7,330918.9,322869.4,389055.8,317637.8,330256.4,294960.5,377417.5,342837.3,269748.6,286629.3,86631.15,57228,57430.1,52041.3,366622.7,326263.4,267476,311004.6,55630.9,45842.55,34518.3,53772.9,57803.6,64469.4,55563.4,44825.2,188940.19,199054.7,145677,164231.9,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",6.828,0.9976,0.164582848882423,1.01823774644415,1,1.03390784498603,1.00297930036004,0.974292339761954,0.502104697254611,0.230220512340804,0.147837980910793,0.153611886799874,6.6821,0.9952,0.157685652365162,0.971724428308201,1,0.924861338263011,0.998234353985821,0.949976371673145,0.579584659727344,0.166629930902794,0.133479082597817,0.187714609410509,6.991,0.9813,0.116750541680851,0.9652250528952,1,0.997997998905472,0.815150177279085,0.808282633599954,0.440219642939705,0.173547355560532,0.10431045189622,0.167906396401052,6.7257,0.9925,0.155458105557533,0.94126006021243,1,0.913559786093077,0.887756163947404,0.963252014591658,0.508663564896518,0.161183747979833,0.166546907201488,0.138833844272638,0.0201628236634041,6.8067,"yes",487,"Protein kinase","domain","249-499;",249,499,NA,NA,"yes"
"20","Q13177","Q13177;Q13153","PAK2_HUMAN","PAK2","Serine/threonine-protein kinase PAK 2",9,480,1642237.4,1425774,1287929,1565216.6,1601636.8,1301833.4,1339509.9,1333758,1423534.6,1304437.9,893019.1,1217908.5,332820.46,258484.8,283584.3,304055.8,1368204.7,1258283.7,1213270,1217813.6,244581.2,226512.54,178506.3,197438.21,244664.24,225797.1,202770.7,214807.9,779569.4,727559.5,760621.9,656715,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",6.8976,0.993,0.134886064871667,0.964728659936407,1,0.975277265028796,0.866826318777054,0.833134539500805,0.474699577539764,0.202662818420772,0.148931695259163,0.148982260421057,6.7752,0.9952,0.152742894401385,0.943563183197073,1,0.913071356329965,0.914898083426967,0.882526753889466,0.510290901643598,0.181294370636581,0.158869876993128,0.158368086386763,6.589,0.9278,0.1512208990606,0.925628780594224,1,1.04004949030575,0.693376032374455,0.942031742433007,0.590577508542785,0.220186283560662,0.138599488015255,0.157439346423599,6.9469,0.976,0.111212241143933,0.908865607642417,1,0.852123597462485,0.77810860171046,0.778047971124252,0.419568128781665,0.194257970430418,0.126141142382466,0.137238449937216,0.023433282632547,6.802175,"yes",488,"Protein kinase","domain","249-499;",249,499,NA,NA,"yes"
"21","Q13523","Q13523","PRP4B_HUMAN","PRPF4B","Serine/threonine-protein kinase PRP4 homolog",19,809,554208,542146,543522,376696,535485,508060,523374,412323,537151,469050,490176,342736,459014,445606,373919,440182,503357,451142,482118,407279,316340,306585,246445,276979,228068,237112,132822,197048,491032,468015,464028,340581,1,1,1,1,4,1,1,1,0,"3",0,0,0,0,"0","stabilized",4.5997,0.9862,0.142551622845418,0.967883798484216,1,0.966216655118656,0.969222746694382,0.908245640625902,0.886006697846296,0.828234164790115,0.570796524048733,0.411520584329349,5.0316,0.9301,0.390373000569972,0.906086556641078,1,0.937127637204738,0.865172850117865,0.832141157547967,0.863263770275904,0.821929886045456,0.56550265057752,0.437358202403043,4.5588,0.9916,-0.157222284830605,0.963262509492189,1,0.962930663340214,0.901851259010675,0.887025732169075,0.853742810778588,0.687955593333848,0.453422308572606,0.24437281287602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055383081301167,4.73003333333333,"yes",827,"Protein kinase","domain","687-1006;",687,1006,NA,NA,"yes"
"22","P16591","P16591","FER_HUMAN","FER","Tyrosine-protein kinase Fer",11,796,97903.9,124326,111191,106611,87028.4,118648,104454,121774,99468.3,128323,99438.4,108505,44994.2,44014.7,62657.2,54776.7,75281.8,93102.5,104984,112267,35197.8,57233.9,30798.6,50881.9,50247.5,43190.9,68781.6,60251.1,66468.7,82619.3,70057.9,88369.4,1,1,1,1,4,1,1,0,1,"3",0,0,0,0,"0","stabilized",7.0291,0.9244,0.425651819796961,0.971638213316114,1,0.888916580442659,1.0159789344449,0.768935660377166,0.678917795920285,0.459575154820186,0.359513768092997,0.513232874277736,7.0946,0.9448,0.369610060531881,1.00315010486084,1,0.95432974599038,1.03214934929138,0.748857841481267,0.66453758666731,0.354026510947026,0.460353425671219,0.347400382864405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6596,0.9685,0.518675419762541,1.05328581333913,1,1.14222734989823,1.01776552138147,1.05305268687096,0.828895704946019,0.513799701719335,0.477266886156213,0.565148999634184,0.0338546268140628,6.92776666666667,"yes",806,"Protein kinase","domain","563-816;",563,816,NA,NA,"yes"
"23","O43318","O43318","M3K7_HUMAN","MAP3K7","Mitogen-activated protein kinase kinase kinase 7",17,266,382834.5,349170.5,332617.5,302928.6,382348.5,339736.1,351221.8,269775.2,335738.9,384490,344084.3,310274.9,247165.7,209705.9,201770.4,223176.9,384753.5,337916,301115.3,257690.6,80405.7,97714.7,81289.01,64373.4,57884.94,41965.8,54342.5,47985.79,367613,336574.9,305606,283148.7,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",5.5617,0.9869,0.150978968791824,0.972626434749213,1,0.998730521935719,0.876981828962646,1.00501260988756,0.960239999268613,0.645620235375861,0.210027309450951,0.151200949757663,5.5326,0.9853,0.0881249515862844,1.02096721757103,1,0.972980535297226,1.10115258877826,0.967767895626922,0.963927078604865,0.600583096223765,0.279848097133062,0.120187129210515,5.5828,0.9882,0.100537980361463,1.01043454477557,1,1.05593301615219,1.03447443384669,0.905290010297113,0.918791103895616,0.60661390335746,0.24439186152262,0.1633783550174,5.402,0.9748,0.152135086533365,0.941732608364859,1,0.890557048756704,1.02425092909682,0.850664480012782,0.934704415495929,0.736731031668849,0.212503540438242,0.158406271312778,0.0147051536068948,5.519775,"yes",282,"Protein kinase","domain","36-291;",36,291,NA,NA,"yes"
"24","Q9Y6R4","Q9Y6R4","M3K4_HUMAN","MAP3K4","Mitogen-activated protein kinase kinase kinase 4",12,1576,270398,258799,287799,275744,263748,272774,293795,285356,279013,282666,234365,225944,242114,230004,218891,265490,256575,291724,277877,273874,143784,124331,115726,125841,86122.4,59772.1,96678,79473.3,313742,269039,250396,253134,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",4.9493,0.9458,0.262375498327645,1.02016993559924,1,0.975406622830051,1.03186044275475,0.948879059756359,1.16029704361719,0.895398634605286,0.531749495188574,0.318502355786655,4.9969,0.9871,0.139045848569479,1.06889308915641,1,1.05399943585563,1.09222214923551,1.1272222844756,1.03956738627274,0.888736046120735,0.480415302995761,0.23095954775714,5.3412,0.9407,0.294514324518154,0.943234845270416,1,1.02083398482969,0.814335699568101,0.965524550120049,0.87003776941546,0.760569008231439,0.402107026084177,0.335921945524481,4.8344,0.9463,0.287765939703853,0.954870368176194,1,1.0348584194035,0.819397702216549,0.99321834745271,0.918003655564582,0.962813334106998,0.45636895091099,0.288214068121156,0.043357368853665,5.03045,"yes",1587,"Protein kinase","domain","1343-1601;",1343,1601,NA,NA,"yes"
"25","P19525","P19525","E2AK2_HUMAN","EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase",11,500,481542,545410,471868,504473,470011,502887,556364,488848,507961,541039,471093,481963,319806,361231,350095,386077,491607,515011,453094,481592,148321,180840,182116,143393,145685,187402,170443,152996,424406,492420,479765,448498,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",5.6837,0.9879,0.250319842258295,1.01110744099794,1,0.976054009826765,1.05486333487006,1.02090160359844,0.881347836741136,0.664128985633652,0.30801259287871,0.302538511697837,5.6687,0.9893,0.315837623736909,0.961012323327935,1,0.922034799508627,0.991985845510717,0.944263948222438,0.902843732238133,0.662310922058635,0.331567077978035,0.343598393868833,5.6129,0.9561,0.354390975363758,1.03521864220822,1,1.17906702721948,0.998357591529835,0.960213449524019,1.0167356125018,0.741934184983936,0.385946917358244,0.36120906694245,5.5506,0.9893,0.292111306417535,0.953800202536847,1,0.969027083709138,0.955379177874733,0.954643756950322,0.889042624679616,0.765307558580935,0.284243160684516,0.30327886725355,0.0107446306703094,5.628975,"yes",510,"Protein kinase","domain","267-538;",267,538,NA,NA,"yes"
"26","O14757","O14757","CHK1_HUMAN","CHEK1","Serine/threonine-protein kinase Chk1",16,130,895205.3,1159301.4,1212206.4,1271120.5,1129983.7,1157953.9,1230338.6,1152467.1,1068372.5,1142820.7,1230584.2,1230000,149580,149564,170844,150194,1008748.6,921340.3,1150560.8,1226306.14,144600,126444,133777,125115,148643,129055,136024,136036,371760,360926,327238,311944,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",6.9248,0.9791,0.163927642584845,1.15172879563437,1,1.26226207552614,1.19343853303818,1.12683492825612,0.415279042695569,0.167090163563598,0.161527193817999,0.166043476284155,7.2051,1,0.108574867311234,1.00270614636578,1,0.998837662060962,0.985783938499514,0.794737503120414,0.311330599618011,0.129012179231389,0.109069134221696,0.111321352669806,7.0794,0.9995,0.120028347002522,1.01055841397982,1,1.01495801375079,1.01516061951166,0.949145954022351,0.269952377746892,0.14093639499016,0.110358269020853,0.112211913746702,6.861,0.9965,0.107879723803788,0.959805340821874,1,0.906654483190225,0.967650195241128,0.964744207964548,0.245408676832763,0.118158742621176,0.098428905835442,0.107020538178717,0.0220929001695545,7.017575,"yes",145,"Protein kinase","domain","9-265;",9,265,NA,NA,"yes"
"27","Q9UHD2","Q9UHD2;Q14164","TBK1_HUMAN","TBK1","Serine/threonine-protein kinase TBK1",9,135,1221657,946467,1018724,813609,1123713,983086,992262,808728,1086461,1008252,934279,724888,337455,302652.6,314544.3,250811.4,957092,988555,854755,757361,231837,193854,239218,153633.9,252961.9,164598,144186,191841.3,518770.6,479110.7,400738.3,364442.7,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",7.1134,0.9939,0.197099457135967,0.958556890360705,1,0.919826923596394,0.889333912874072,0.783437576995834,0.424645051761665,0.276227288019469,0.189772579373752,0.20706458523137,6.8477,0.9881,0.229553485770852,1.04204675254763,1,1.03869020261668,1.0652796135523,1.04446853403235,0.506209619564126,0.31977089534025,0.204818551518436,0.173907806611324,7.1229,0.9854,0.209671772624547,0.977807349278599,1,0.974024367738465,0.917107086904795,0.83904472654026,0.393372787919005,0.308763021191216,0.234821207706896,0.141535882142759,6.9506,0.985,0.238852520997647,0.967092673162368,1,0.994000803825916,0.890953762802526,0.930866054824861,0.447933466812683,0.308270188751599,0.188830138309679,0.235790533290561,0.0190182235926381,7.00865,"yes",143,"Protein kinase","domain","9-310;",9,310,NA,NA,"yes"
"28","Q8N5S9","Q8N5S9","KKCC1_HUMAN","CAMKK1","Calcium/calmodulin-dependent protein kinase kinase 1",16,275,653253.46,653956.83,651907.341,624081.98,640530.98,641164.71,625618.08,600019,500944.04,513960.39,449949.58,516214.27,70787.4,35318.3,39047.9,34218.7,146818,134424,153430,129132,63996.1,31146.9,0,43628.9,50602,47909.6,24379,24157.6,72501.8,59060.8,51571.43,44832.9,1,1,0,1,3,1,1,0,1,"3",0,0,0,0,"0","stabilized",8.3272,0.9996,0.096107778699069,0.999417623049617,1,0.980524435339386,0.766844832325879,0.224748905271776,0.110985711426618,0.108361308947372,0.0979651910301401,0.0774615108812436,8.2809,0.9994,0.0632799655261227,0.998061704792313,1,0.980438892273669,0.78592403415987,0.205554852909786,0.0903129951253816,0.0540070817824473,0.0476283732673914,0.0732611050182013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2092,0.9992,0.0565411788673734,0.985589316514212,1,0.961442597653597,0.827157787827811,0.206915123554761,0.071838158185564,0.0548304567294188,0.0699089244653403,0.0387090170429212,0.00718698758684477,8.27243333333333,"yes",290,"Protein kinase","domain","128-409;",128,409,NA,NA,"yes"
"29","Q96RR4","Q96RR4","KKCC2_HUMAN","CAMKK2","Calcium/calmodulin-dependent protein kinase kinase 2",16,312,561430.98,651497.5,609117.45,604566,539433.7,589454.49,599883.12,578128.9,478019.6,481041,442798,514435,103895,122483,141923,135403,156862,240047,203496,196772.05,88700.5,108004,84386.5,115365,137409,117587,109078,101331,151496,115496,125224,135244,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",8.2947,0.9912,0.213188380622349,0.982809272320253,1,0.960819262235938,0.851430749332714,0.279396765743137,0.269839045932236,0.18505391348372,0.157990034678884,0.244747804975066,8.2873,0.9975,0.168405788359536,0.981274734832354,1,0.904768613847329,0.738362004458958,0.368454215096758,0.177277733222307,0.188002256340201,0.165778072824531,0.180487262038611,8.3919,0.995,0.183826816919481,1.01215518000946,1,0.984839820300666,0.726950114464788,0.334083352890317,0.205582683602317,0.232997757657411,0.138538963216371,0.179075480434849,8.207,0.9972,0.19919150999705,0.98281987793648,1,0.956270944776914,0.850916194427077,0.325476540195777,0.2237042771178,0.2239672756986,0.190822838201288,0.167609491767648,0.00912608164925749,8.295225,"yes",327,"Protein kinase","domain","165-446;",165,446,NA,NA,"yes"
"30","Q13177","Q13177","PAK2_HUMAN","PAK2","Serine/threonine-protein kinase PAK 2",16,368,921633,829815,711312,830507,740928,806923,720507,781912,711082,777912,805169,746931,148075.6,110336.2,140767.8,115326.7,775605,725437,639412,829886,81099.4,117186.7,91010.9,114097.3,141313.9,137582.8,111694.3,119202.9,397104,396768,390552,456739,1,1,1,1,4,1,1,1,1,"4",0,0,0,0,"0","stabilized",6.7996,0.9646,0.126883515057846,0.863137938672066,1,0.803929546793572,0.771545723731681,0.841555152647529,0.430869988379322,0.160666555993546,0.0879953300283301,0.153329904636661,6.8591,0.9961,0.136090404502737,0.969109884207958,1,0.972413128227376,0.937452323710707,0.874215337153462,0.478140308381989,0.132964817459313,0.141220271988335,0.165799364918687,6.805,0.9881,0.135060830708843,1.04420272876938,1,1.01292681692422,1.1319491306206,0.898919180331556,0.549058640933936,0.197898812335515,0.127947932833974,0.157025749600738,6.699,0.9938,0.139926820934698,0.960035332324865,1,0.941487549171771,0.899367494795348,0.99925226397851,0.549952017261745,0.138863007777177,0.137382707189705,0.143530277288451,0.00983129588017747,6.790675,"yes",383,"Protein kinase","domain","249-499;",249,499,NA,NA,"yes"
"31","Q15418","Q15418","KS6A1_HUMAN","RPS6KA1","Ribosomal protein S6 kinase alpha-1",13,114,1290000,1380000,1330000,1400000,1260000,1370000,1450000,1350000,1270000,73976.2,1380000,1380000,403308,391542,423993,420113,1250000,1190000,64964,1400000,418616,406426,443260,382612,339157,387199,350630,393071,626385,684960,34532.1,693438,1,1,1,1,4,1,0,1,1,"3",0,0,0,0,"0","stabilized",6.9194,0.9972,0.29892002230018,0.987695600935893,1,0.976744186046512,0.984496124031008,0.968992248062015,0.48556976744186,0.312641860465116,0.324508527131783,0.262912403100775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.416,0.9349,0.19803043003323,1.045183156628,1,1.09022556390977,1.03759398496241,0.0488451127819549,0.025963984962406,0.318791729323308,0.333278195488722,0.263631578947368,6.7711,0.9986,0.284712325231725,0.987503045346051,1,0.964285714285714,0.985714285714286,1,0.495312857142857,0.300080714285714,0.273294285714286,0.280765,0.123479425140011,7.36883333333333,"yes",126,"Protein kinase","domain","62-321;418-675;",62,321,418,675,"yes"
