Protein.Group,Protein.Ids,Protein.Names,Genes,First.Protein.Description,/nextflow_runs/work/21/d5c0409d24545d8e1975cfdc0bf9d6/250625_Stitch_S4611_IB_TPP_stauros_treat_T4_rep4_R1.mzML,/nextflow_runs/work/93/926a0a4e2d95ad220653b60c33e0b0/250625_Stitch_S4611_IB_TPP_stauros_treat_T4_rep2_R1.mzML,/nextflow_runs/work/69/f85b93db9e34d2529e73b620d4524e/250625_Stitch_S4610_IB_TPP_stauros_control_T4_rep4_R1.mzML,/nextflow_runs/work/74/e0cf66cc722ed1285cb1cbcfc26fcc/250625_Stitch_S4611_IB_TPP_stauros_treat_T4_rep3_R1.mzML,/nextflow_runs/work/9f/7ceb0175e1c81fada40264a9bd4876/250625_Stitch_S4611_IB_TPP_stauros_treat_T4_rep1_R1.mzML,/nextflow_runs/work/ab/bd0c6ba4de0964352a132f168071a6/250625_Stitch_S4610_IB_TPP_stauros_control_T4_rep1_R1.mzML,/nextflow_runs/work/d4/a2fed89bac78aaf88800451e7e35f5/250625_Stitch_S4610_IB_TPP_stauros_control_T4_rep3_R1.mzML,/nextflow_runs/work/c2/591c476288ded598123ae1dccdf598/250625_Stitch_S4610_IB_TPP_stauros_control_T4_rep2_R1.mzML
Q9JL56,Q9JL56,GDE1_MOUSE,Gde1,Glycerophosphodiester phosphodiesterase 1,57598,62638.1,69599.9,61204.1,57654.4,66674.3,66361.2,65731.3
Q9JL60,Q9JL60,GMEB1_MOUSE,Gmeb1,Glucocorticoid modulatory element-binding protein 1,15515.7,17356.5,18588.4,11339.6,11760.4,15014.9,13498.4,16487.3
Q9JL61,Q9JL61,RFX5_MOUSE,Rfx5,DNA-binding protein Rfx5,10254.8,9056.31,9770.99,9678.46,5801.3,8895.13,9497.6,7190.81
Q9JL62,Q9JL62,GLTP_MOUSE,Gltp,Glycolipid transfer protein,44237.7,46199.3,39011.2,44175.4,44024.9,40094.2,37263,47193.2
Q9JL99,Q9JL99,CLC1B_MOUSE,Clec1b,C-type lectin domain family 1 member B,12275.4,18593.7,15079.3,17236.8,22123.1,23318.4,20218.1,16085.2
Q9JLB0,Q9JLB0,PALS2_MOUSE,Pals2,Protein PALS2,247500,243708,255983,236613,230082,241368,269365,227068
Q9JLB2,Q9JLB2,PALS1_MOUSE,Pals1,Protein PALS1,12784.7,12857.5,14965.8,13351.4,10537.1,14171.7,18638.8,12930
Q9JLC3,Q9JLC3,MSRB1_MOUSE,Msrb1,Methionine-R-sulfoxide reductase B1,18227.2,10863,17828.9,16810.1,,19368.7,19276.6,16207.2
Q9JLF6,Q9JLF6,TGM1_MOUSE,Tgm1,Protein-glutamine gamma-glutamyltransferase K,357763,457701,370428,368782,385180,468037,469006,425919
Q9JLG8,Q9JLG8,CAN15_MOUSE,Capn15,Calpain-15,16646.8,21540.6,21669.5,18826.5,27280.2,,16004.3,23631
Q9JLI6,Q9JLI6,SCLY_MOUSE,Scly,Selenocysteine lyase,1.06E+06,914697,1.18E+06,1.14E+06,1.04E+06,1.26E+06,1.09E+06,1.07E+06
Q9JLI8,Q9JLI8,SART3_MOUSE,Sart3,Squamous cell carcinoma antigen recognized by T-cells 3,123172,116135,129582,122487,130734,113424,130303,126304
Q9JLJ1,Q9JLJ1,SELK_MOUSE,Selenok,Selenoprotein K,31317.3,43699.2,42779,37553.3,39919.8,31682.2,44552.3,32250.8
Q9JLJ2,Q9JLJ2,AL9A1_MOUSE,Aldh9a1,4-trimethylaminobutyraldehyde dehydrogenase,1.07E+07,8.99E+06,1.04E+07,1.08E+07,1.08E+07,9.02E+06,9.80E+06,9.17E+06
Q9JLJ4,Q9JLJ4,ELOV2_MOUSE,Elovl2,Elongation of very long chain fatty acids protein 2,526485,472826,657056,664857,519448,725360,674304,722729
Q9JLJ5,Q9JLJ5,ELOV1_MOUSE,Elovl1,Elongation of very long chain fatty acids protein 1,127526,116267,109664,98767.7,124462,123744,127855,115629
Q9JLM4,Q9JLM4,ZMYM3_MOUSE,Zmym3,Zinc finger MYM-type protein 3,7510.63,10360.9,11234.6,9431.44,7048.16,8574.8,7117.87,8547.61
Q9JLM9,Q9JLM9,GRB14_MOUSE,Grb14,Growth factor receptor-bound protein 14,137147,122777,150969,133745,131911,140263,138435,133281
Q9JLN5,Q9JLN5,ERMAP_MOUSE,Ermap,Erythroid membrane-associated protein,80634.8,70591.6,96455.7,80893.3,40865.1,52037.4,61131,63745.8
Q9JLN9,Q9JLN9,MTOR_MOUSE,Mtor,Serine/threonine-protein kinase mTOR,87226.1,94240.6,89495.5,87764.1,95820,88673.1,92619.7,98615.4
Q9JLQ0,Q9JLQ0,CD2AP_MOUSE,Cd2ap,CD2-associated protein,142500,132316,149121,155468,154636,143449,149847,159103
Q9JLQ2,Q9JLQ2,GIT2_MOUSE,Git2,ARF GTPase-activating protein GIT2,31884.7,32722.8,35811.1,33783.4,29298.6,35647.9,33802,38760.4
Q9JLR1,Q9JLR1,S61A2_MOUSE,Sec61a2,Protein transport protein Sec61 subunit alpha isoform 2,148013,127168,131108,169547,142359,112401,123031,123144
Q9JLT4,Q9JLT4,TRXR2_MOUSE,Txnrd2,"Thioredoxin reductase 2, mitochondrial",201706,192072,195527,184908,193255,202078,186135,202238
Q9JLV1,Q9JLV1,BAG3_MOUSE,Bag3,BAG family molecular chaperone regulator 3,1.02E+06,1.01E+06,972315,973333,935437,1.03E+06,1.03E+06,1.03E+06
Q9JLV2,Q9JLV2,TP4AP_MOUSE,Trpc4ap,Short transient receptor potential channel 4-associated protein,12824.2,14568.2,13050.3,11904.3,,7507.66,15294.8,8987.68
Q9JLV5,Q9JLV5,CUL3_MOUSE,Cul3,Cullin-3,186255,170499,198765,192605,197011,188080,183765,195591
Q9JLV6,Q9JLV6,PNKP_MOUSE,Pnkp,Bifunctional polynucleotide phosphatase/kinase,70539.4,62012.5,76205.5,73633.1,73679.6,72951.1,72088.2,76953.1
Q9JLY0,Q9JLY0,SOCS6_MOUSE,Socs6,Suppressor of cytokine signaling 6,1.61E+06,2.08E+06,1.59E+06,1.60E+06,1.69E+06,1.76E+06,1.82E+06,1.36E+06
Q9JLZ3,Q9JLZ3,AUHM_MOUSE,Auh,"Methylglutaconyl-CoA hydratase, mitochondrial",1.82E+06,1.76E+06,2.10E+06,2.06E+06,1.74E+06,1.94E+06,1.65E+06,1.84E+06
Q9JLZ8,Q9JLZ8,SIGIR_MOUSE,Sigirr,Single Ig IL-1-related receptor,32112.1,39408.8,39951.8,33748.8,35134.1,41989.7,38959.4,46064.5
Q9JM05,Q9JM05,PIAS4_MOUSE,Pias4,E3 SUMO-protein ligase PIAS4,6857.59,8840.86,7040.77,7089.58,4164.91,5806.88,10994.7,12822
Q9JM13,Q9JM13,RABX5_MOUSE,Rabgef1,Rab5 GDP/GTP exchange factor,50996.5,46596.7,48864.3,46301.9,47932,49780.6,54165,49347.9
Q9JM14,Q9JM14,NT5C_MOUSE,Nt5c,"5'(3')-deoxyribonucleotidase, cytosolic type",138441,149174,158115,186797,170952,210846,146261,211057
Q9JM52,Q9JM52,MINK1_MOUSE,Mink1,Misshapen-like kinase 1,16250.9,14144.3,17745.5,18765.4,16647.3,16474.5,20482.7,18848.3
Q9JM62,Q9JM62,REEP6_MOUSE,Reep6,Receptor expression-enhancing protein 6,3.13E+06,3.10E+06,3.20E+06,3.24E+06,2.64E+06,3.54E+06,2.99E+06,2.90E+06
Q9JM76,Q9JM76,ARPC3_MOUSE,Arpc3,Actin-related protein 2/3 complex subunit 3,1.02E+06,983365,1.14E+06,1.05E+06,1.08E+06,1.22E+06,996137,1.03E+06
Q9JM93,Q9JM93,AR6P4_MOUSE,Arl6ip4,ADP-ribosylation factor-like protein 6-interacting protein 4,23508.3,22839.2,23493.5,20244.1,23905.9,20315.8,28262.8,23167.5
Q9JM96,Q9JM96,BORG4_MOUSE,Cdc42ep4,Cdc42 effector protein 4,54138.9,48180.6,51955.2,51676.8,50357.6,40708.8,49632.9,51291.7
Q9JM99,Q9JM99,PRG4_MOUSE,Prg4,Proteoglycan 4,29711.3,34105.9,32990.4,29967.8,36348.5,29947.8,29605.5,36577.1
Q9JMA1,Q9JMA1,UBP14_MOUSE,Usp14,Ubiquitin carboxyl-terminal hydrolase 14,680714,664466,701202,738952,695086,704898,664691,751535
Q9JMA7,Q9JMA7,CP341_MOUSE,Cyp3a41a,Cytochrome P450 3A41,966915,976298,1.12E+06,1.24E+06,1.20E+06,1.08E+06,1.05E+06,1.15E+06
Q9JMB0,Q9JMB0,GKAP1_MOUSE,Gkap1,G kinase-anchoring protein 1,14729.9,21403.9,25072.3,27998.6,25336.1,22504.7,24320.7,22962.1
Q9JMC3,Q9JMC3,DNJA4_MOUSE,Dnaja4,DnaJ homolog subfamily A member 4,24233.8,17273.4,18645.4,19117.8,20044.3,21124.8,21556,21334.7
Q9JMC8,Q9JMC8,E41LB_MOUSE,Epb41l4b,Band 4.1-like protein 4B,9918.77,7168.21,12664.5,7165.49,4893.47,11044.4,6576.62,
Q9JMD0,Q9JMD0,ZN207_MOUSE,Znf207,BUB3-interacting and GLEBS motif-containing protein ZNF207,126447,160357,124458,140623,154566,124146,140330,147704
Q9JMD3,Q9JMD3,STA10_MOUSE,Stard10,START domain-containing protein 10,5.19E+06,4.82E+06,4.97E+06,5.25E+06,5.82E+06,6.94E+06,4.26E+06,4.80E+06
Q9JME7,Q9JME7,TPC2L_MOUSE,Trappc2l,Trafficking protein particle complex subunit 2-like protein,178916,180781,167412,189970,161955,149251,189394,172861
Q9JMF7,Q9JMF7,DOPP1_MOUSE,Dolpp1,Dolichyldiphosphatase 1,20772.1,25162.7,25968.8,23269.6,20856.2,29077.9,27452.4,30933.6
Q9JMG1,Q9JMG1,EDF1_MOUSE,Edf1,Endothelial differentiation-related factor 1,938411,954157,1.12E+06,1.15E+06,966226,795369,971070,1.02E+06
Q9JMG2,Q9JMG2,C1GLC_MOUSE,C1galt1c1,C1GALT1-specific chaperone 1,34752.2,31711.8,22570.3,27772.4,29400.5,31617,35623.6,39785.7
Q9JMG3,Q9JMG3,TMUB1_MOUSE,Tmub1,Transmembrane and ubiquitin-like domain-containing protein 1,24245.2,33423.3,31634.7,26625.6,23775.4,30306.6,31043,33666.9
Q9JMG7,Q9JMG7,HDGR3_MOUSE,Hdgfl3,Hepatoma-derived growth factor-related protein 3,126539,106055,89849.4,90892.8,92454.5,81451.4,113168,77142.9
Q9JMH6,Q9JMH6,TRXR1_MOUSE,Txnrd1,"Thioredoxin reductase 1, cytoplasmic",1.75E+06,1.60E+06,1.78E+06,1.86E+06,1.72E+06,1.71E+06,1.63E+06,1.85E+06
Q9JMH7,Q9JMH7,NEUR3_MOUSE,Neu3,Sialidase-3,14559.5,11747.3,10060.3,9528.44,15803.3,13209.2,10991.5,11128.5
Q9JMH9,Q9JMH9,MY18A_MOUSE,Myo18a,Unconventional myosin-XVIIIa,144624,142565,151600,143085,142725,159466,167992,151324
Q9JMK0,Q9JMK0,B4GT5_MOUSE,B4galt5,"Beta-1,4-galactosyltransferase 5",19566.5,10779.1,14761.5,23149.8,15737.1,9914.35,17039.9,15863.7
Q9NYQ2,Q9NYQ2,HAOX2_MOUSE,Hao2,2-Hydroxyacid oxidase 2,116990,116000,141010,121630,109272,112083,122735,119535
Q9QUG2,Q9QUG2,POLK_MOUSE,Polk,DNA polymerase kappa,914737,1.09E+06,939670,1.09E+06,992910,852499,1.19E+06,928387
Q9QUG9,Q9QUG9,GRP2_MOUSE,Rasgrp2,RAS guanyl-releasing protein 2,8052.91,19575.6,8685.12,14699.3,26892.8,7303.48,13624.6,13220.3
Q9QUH0,Q9QUH0,GLRX1_MOUSE,Glrx,Glutaredoxin-1,219966,193468,211532,244423,225238,175324,224055,222261
Q9QUI0,Q9QUI0,RHOA_MOUSE,Rhoa,Transforming protein RhoA,2.26E+06,2.24E+06,2.52E+06,2.46E+06,2.48E+06,2.98E+06,2.35E+06,2.97E+06
Q9QUJ7,Q9QUJ7,ACSL4_MOUSE,Acsl4,Long-chain-fatty-acid--CoA ligase 4,132628,136902,140138,134245,148386,128722,153455,154344
Q9QUK3,Q9QUK3,CLN8_MOUSE,Cln8,Protein CLN8,5321.1,6905.88,6067.15,9109.32,7424.06,16732.9,,6576.98
Q9QUK4,Q9QUK4,BIR1B_MOUSE,Naip2,Baculoviral IAP repeat-containing protein 1b,21892.5,9573.97,19377.5,16451.8,,7820.1,20128.6,17061.6
Q9QUK9;Q9R0T7,Q9QUK9;Q9R0T7,TRY4_MOUSE;TRY5_MOUSE,Try4;Try5,Trypsin-5,68497.5,75065.1,74897.3,75473.8,83186.7,79014.7,70885.3,78009.8
Q9QUM0,Q9QUM0,ITA2B_MOUSE,Itga2b,Integrin alpha-IIb,40066.6,40646,39141.1,43246.3,32058.8,44568.8,45949.1,43143.3
Q9QUM9,Q9QUM9,PSA6_MOUSE,Psma6,Proteasome subunit alpha type-6,2.25E+06,1.77E+06,2.28E+06,2.39E+06,2.07E+06,2.22E+06,1.86E+06,1.94E+06
Q9QUR6,Q9QUR6,PPCE_MOUSE,Prep,Prolyl endopeptidase,541679,592367,612755,634280,635408,734447,638982,746797
Q9QUR7,Q9QUR7,PIN1_MOUSE,Pin1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,16657.9,17117.9,21106.4,23056.6,20615.8,25478.8,18263.4,28259.9
Q9QUT0,Q9QUT0,RHAG_MOUSE,Rhag,Ammonium transporter Rh type A,9079.3,10201.5,8186.73,7455.92,10086.8,9374.35,10340.8,7769.52
Q9QVP9,Q9QVP9,FAK2_MOUSE,Ptk2b,Protein-tyrosine kinase 2-beta,38923,37019.6,39325.5,40877.4,44578.6,37942.5,47999,40507.7
Q9QWG7,Q9QWG7,ST1B1_MOUSE,Sult1b1,Sulfotransferase 1B1,685562,642127,781676,845893,701919,791706,715728,711110
Q9QWK4,Q9QWK4,CD5L_MOUSE,Cd5l,CD5 antigen-like,72201.1,70626.3,82374.8,79306.7,78625.9,73063.3,78528.8,81361.2
Q9QWL7,P19001;Q61781;Q9QWL7;Q61414;Q6IFX2,K1C17_MOUSE,Krt17,"Keratin, type I cytoskeletal 17",81637.2,62551,114869,120223,76855.5,95497.1,85426.7,65767.4
Q9QWL7;Q9Z2K1,P08730;P19001;Q61781;Q9D312;Q9QWL7;Q9Z2K1;Q61414;Q6IFX2;Q8CCX5,K1C16_MOUSE;K1C17_MOUSE,Krt16;Krt17,"Keratin, type I cytoskeletal 17",11656.8,50572.8,,,,,19688.4,
Q9QWR8,Q9QWR8,NAGAB_MOUSE,Naga,Alpha-N-acetylgalactosaminidase,383016,374033,468642,482943,454592,540441,462983,464992
Q9QWV9,Q9QWV9,CCNT1_MOUSE,Ccnt1,Cyclin-T1,16348,19031.2,22920.6,20763,22728.4,23677.4,20140.8,19533.6
Q9QWW1,Q9QWW1,HOME2_MOUSE,Homer2,Homer protein homolog 2,28752.4,20199.6,27925.4,27837.7,27026.2,34034.1,26923.2,30058.6
Q9QWY8,Q9QWY8,ASAP1_MOUSE,Asap1,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",62490.6,56704.2,71121.7,68402.9,56184.9,59314.2,61936.3,67140.5
Q9QWZ1,Q9QWZ1,RAD1_MOUSE,Rad1,Cell cycle checkpoint protein RAD1,9846.77,15904.4,16654.1,14260.4,14395.5,15782.3,10071.8,12556.5
Q9QX11,Q9QX11,CYH1_MOUSE,Cyth1,Cytohesin-1,13955.7,18358.5,17326.3,20903.2,16325,27193,16166.8,22477.7
Q9QX15,Q9QX15,CA3A1_MOUSE,Clca3a1,Calcium-activated chloride channel regulator 3A-1,15538.4,21209.7,18686.6,15503.9,16283.4,19227.9,17822.6,19903.2
Q9QX47,Q9QX47,SON_MOUSE,Son,Protein SON,106933,109519,107941,115143,108310,106104,114689,116895
Q9QX60,Q9QX60,DGUOK_MOUSE,Dguok,"Deoxyguanosine kinase, mitochondrial",277356,243162,320799,347504,349916,451614,320242,288713
Q9QXA5,Q9QXA5,LSM4_MOUSE,Lsm4,U6 snRNA-associated Sm-like protein LSm4,385759,414500,389069,411551,350685,402171,379234,373584
Q9QXB9,Q9QXB9,DRG2_MOUSE,Drg2,Developmentally-regulated GTP-binding protein 2,186555,224697,176780,178571,225195,175998,179476,215587
Q9QXC1,Q9QXC1,FETUB_MOUSE,Fetub,Fetuin-B,174578,155224,178754,223384,183675,175932,230584,171221
Q9QXD1,Q9QXD1,ACOX2_MOUSE,Acox2,Peroxisomal acyl-coenzyme A oxidase 2,864702,878909,950107,951281,909300,885848,939957,917078
Q9QXD6,Q9QXD6,F16P1_MOUSE,Fbp1,"Fructose-1,6-bisphosphatase 1",1.71E+07,1.73E+07,1.88E+07,2.02E+07,1.83E+07,1.75E+07,1.69E+07,1.95E+07
Q9QXD8,Q9QXD8,LIMD1_MOUSE,Limd1,LIM domain-containing protein 1,49025.7,39283.1,42991.2,39462.7,27013.5,43116.6,46231.9,37630.3
Q9QXE0,Q9QXE0,HACL1_MOUSE,Hacl1,2-hydroxyacyl-CoA lyase 1,6.88E+06,6.35E+06,7.25E+06,7.17E+06,6.67E+06,6.21E+06,6.59E+06,6.97E+06
Q9QXE2,Q9QXE2,DPOLL_MOUSE,Poll,DNA polymerase lambda,11535.8,7622.84,5309.83,11314.8,14707.8,7168.32,7672.13,6393.63
Q9QXE7,Q9QXE7,TBL1X_MOUSE,Tbl1x,F-box-like/WD repeat-containing protein TBL1X,45708,45305.1,57906.9,45248.6,53169.9,52646.6,57033.5,49183.3
Q9QXF8,Q9QXF8,GNMT_MOUSE,Gnmt,Glycine N-methyltransferase,2.37E+07,1.38E+07,2.84E+07,2.87E+07,2.63E+07,2.97E+07,2.27E+07,2.44E+07
Q9QXG2,Q9QXG2,RAE1_MOUSE,Chm,Rab proteins geranylgeranyltransferase component A 1,135754,129096,130753,123848,138494,114715,123596,129064
Q9QXG4,Q9QXG4,ACSA_MOUSE,Acss2,"Acetyl-coenzyme A synthetase, cytoplasmic",2.17E+06,2.25E+06,2.39E+06,2.41E+06,2.38E+06,2.49E+06,2.32E+06,2.46E+06
Q9QXK3,Q9QXK3,COPG2_MOUSE,Copg2,Coatomer subunit gamma-2,227546,243484,229371,237012,258996,253165,249146,260723
Q9QXK3;Q9QZE5,Q9QXK3;Q9QZE5,COPG1_MOUSE;COPG2_MOUSE,Copg1;Copg2,Coatomer subunit gamma-2,661488,697641,659185,642565,719120,628233,643815,580094
Q9QXK7,Q9QXK7,CPSF3_MOUSE,Cpsf3,Cleavage and polyadenylation specificity factor subunit 3,75799,89201.4,93776.1,95870.3,90844.6,92045.5,103627,100926
Q9QXL2,Q9QXL2,KI21A_MOUSE,Kif21a,Kinesin-like protein KIF21A,55473.8,53306.4,65148.5,55877.8,60793.2,51927.6,53630.6,58725.1
Q9QXL8,Q9QXL8,NDK7_MOUSE,Nme7,Nucleoside diphosphate kinase 7,27644.2,21865.1,21912,21519.9,28867.7,14225.7,20861.5,25747.5
Q9QXM0,Q9QXM0,ABHD2_MOUSE,Abhd2,Monoacylglycerol lipase ABHD2,55493.5,53300.3,50262.2,55724.4,45155.6,51477.4,52782.7,57331.9
Q9QXM1,Q9QXM1,JMY_MOUSE,Jmy,Junction-mediating and -regulatory protein,11956,16074.9,13046.7,12028.5,12110.5,10953.8,13671.7,12224.9
Q9QXN3,Q9QXN3,TRIP4_MOUSE,Trip4,Activating signal cointegrator 1,47449.1,33135.7,37962.2,36833.5,33317.5,34639.3,49104.1,32290.4
Q9QXP6,Q9QXP6,MKRN1_MOUSE,Mkrn1,E3 ubiquitin-protein ligase makorin-1,21055.3,17202.6,18237.3,21154.6,15691.4,22768.5,18210,20532.3
Q9QXP7,Q9QXP7,C1QT1_MOUSE,C1qtnf1,Complement C1q tumor necrosis factor-related protein 1,32207.8,23644.2,30872.3,20995.5,34072.6,29078.8,31513.4,32116
Q9QXS1,Q9QXS1,PLEC_MOUSE,Plec,Plectin,218576,217569,221143,215319,197845,220805,236798,221659
Q9QXS1;Q9QXZ0,Q9QXS1;Q9QXZ0,MACF1_MOUSE;PLEC_MOUSE,Macf1;Plec,Plectin,41027.1,34574.8,36406.9,54097.3,50531.6,37468.1,44925.8,43938
Q9QXS6,Q9QXS6,DREB_MOUSE,Dbn1,Drebrin,19289,23942.9,18747.2,19326.4,16602.9,23234.5,24714,28118.7
Q9QXT0,Q9QXT0,CNPY2_MOUSE,Cnpy2,Protein canopy homolog 2,1.84E+06,1.55E+06,2.22E+06,2.46E+06,1.96E+06,2.34E+06,2.32E+06,2.28E+06
Q9QXT9,Q9QXT9,Z354B_MOUSE,Znf354b,Zinc finger protein 354B,16029.7,12506.5,12816.7,14013.6,28790.2,27788.5,12279.6,16587.6
Q9QXV1,Q9QXV1,CBX8_MOUSE,Cbx8,Chromobox protein homolog 8,13106.7,,7953.35,12441.7,6929.51,6243.55,9661.81,11977.8
Q9QXW2,Q9QXW2,FBXW5_MOUSE,Fbxw5,F-box/WD repeat-containing protein 5,14717.4,4189.12,,4230.37,6201.82,11679.9,11231.3,6188.2
Q9QXW9,Q9QXW9,LAT2_MOUSE,Slc7a8,Large neutral amino acids transporter small subunit 2,20912.1,26059.7,15163.5,11617.1,12327.2,13169,25783.2,13974.1
Q9QXX4,Q9QXX4,S2513_MOUSE,Slc25a13,"Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial",4.32E+06,3.91E+06,4.50E+06,4.55E+06,4.35E+06,4.44E+06,4.41E+06,4.34E+06
Q9QXY1,Q9QXY1,ZO3_MOUSE,Tjp3,Tight junction protein ZO-3,38585.2,41701.1,44813.8,43992.8,41559.8,39770.1,44761.6,43602.4
Q9QXY1;Q9Z0U1,Q9QXY1;Q9Z0U1,ZO2_MOUSE;ZO3_MOUSE,Tjp2;Tjp3,Tight junction protein ZO-3,87144,94958,91447.6,84521.1,104452,92927,82305,87833.1
Q9QXY6,Q9QXY6,EHD3_MOUSE,Ehd3,EH domain-containing protein 3,392553,461146,448996,496369,511861,514613,475152,547571
Q9QXY6;Q9WVK4,Q9QXY6;Q9WVK4,EHD1_MOUSE;EHD3_MOUSE,Ehd1;Ehd3,EH domain-containing protein 3,482213,413077,560518,548939,523541,619939,508560,517629
Q9QXY9,Q9QXY9,PEX3_MOUSE,Pex3,Peroxisomal biogenesis factor 3,33234.3,36499.6,42798.7,36012,40200.7,45928,47205.9,44760.6
Q9QXZ0,Q9QXZ0,MACF1_MOUSE,Macf1,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4",69640.4,66045.8,67713.8,66540.8,66282.5,64943.5,70167.4,68852.4
Q9QXZ6,Q9QXZ6,SO1A1_MOUSE,Slco1a1,Solute carrier organic anion transporter family member 1A1,538130,596728,541285,488800,417214,683273,672940,639839
Q9QY01,Q9QY01,ULK2_MOUSE,Ulk2,Serine/threonine-protein kinase ULK2,83136.1,87344.3,96172.2,90102.5,92612.8,61519.5,86066.6,64095.3
Q9QY06,Q9QY06,MYO9B_MOUSE,Myo9b,Unconventional myosin-IXb,17149.3,16077.4,15143.5,15376.9,16208,13888.9,16474.8,18172.2
Q9QY24,Q9QY24,ZBP1_MOUSE,Zbp1,Z-DNA-binding protein 1,24391.4,28337.5,27547.4,23789.1,29858.8,31700.1,28263.8,30752.1
Q9QY30,Q9QY30,ABCBB_MOUSE,Abcb11,Bile salt export pump,779686,1.04E+06,744984,703833,644191,942772,1.14E+06,789986
Q9QY36,Q9QY36;Q3UX61,NAA10_MOUSE,Naa10,N-alpha-acetyltransferase 10,157904,167369,164056,156410,168828,160696,167856,177365
Q9QY53,Q9QY53,NPHP1_MOUSE,Nphp1,Nephrocystin-1,21885.9,,44131.7,30824.3,28712.1,32407.7,26492.7,40988.4
Q9QY66,Q9QY66,ZNHI2_MOUSE,Znhit2,Zinc finger HIT domain-containing protein 2,15771.7,10160,11971.8,,,10668.3,12188.1,
Q9QY73,Q9QY73,TMM59_MOUSE,Tmem59,Transmembrane protein 59,19746.4,17188,22071.1,22749.4,20519.3,13964.2,27148.5,22842.4
Q9QY76,Q9QY76,VAPB_MOUSE,Vapb,Vesicle-associated membrane protein-associated protein B,786324,745612,793276,824249,865887,900798,839149,851086
Q9QY76;Q9WV55,Q9QY76;Q9WV55,VAPA_MOUSE;VAPB_MOUSE,Vapa;Vapb,Vesicle-associated membrane protein-associated protein B,576942,436121,512994,455645,447680,421385,503996,417564
Q9QY81,Q9QY81,PO210_MOUSE,Nup210,Nuclear pore membrane glycoprotein 210,23664.1,30994.8,25574.6,18243.1,20260,33789.6,31928.6,26478.6
Q9QYA2,Q9QYA2,TOM40_MOUSE,Tomm40,Mitochondrial import receptor subunit TOM40 homolog,492953,587190,613113,574605,571495,580678,566861,667272
Q9QYB1,Q9QYB1,CLIC4_MOUSE,Clic4,Chloride intracellular channel protein 4,417687,466445,430135,439277,424414,455821,458892,480696
Q9QYB5,Q9QYB5,ADDG_MOUSE,Add3,Gamma-adducin,169214,167684,142547,137811,146041,187827,178150,168190
Q9QYB8,Q9QYB8,ADDB_MOUSE,Add2,Beta-adducin,40558.3,40825.5,42817.4,39018.5,41963.5,45689,38382.1,45681.2
Q9QYB8;Q9QYC0,Q9QYB8;Q9QYC0,ADDA_MOUSE;ADDB_MOUSE,Add1;Add2,Beta-adducin,30848.6,45861.5,59044,47634.4,46534.7,60223.6,60488.6,67054.3
Q9QYC0,Q9QYC0,ADDA_MOUSE,Add1,Alpha-adducin,217970,225794,216450,203773,210318,217543,244946,215308
Q9QYC7,Q9QYC7,VKGC_MOUSE,Ggcx,Vitamin K-dependent gamma-carboxylase,262729,256045,295008,280369,280307,284995,314928,291532
Q9QYE6,Q9QYE6,GOGA5_MOUSE,Golga5,Golgin subfamily A member 5,123663,118742,125910,118784,111938,116912,119723,120640
Q9QYF1,Q9QYF1,RDH11_MOUSE,Rdh11,Retinol dehydrogenase 11,520603,557956,527503,563930,544852,522222,594592,611798
Q9QYF9,Q9QYF9,NDRG3_MOUSE,Ndrg3,Protein NDRG3,165998,194177,168252,166692,160243,185445,199088,184294
Q9QYG0,Q9QYG0,NDRG2_MOUSE,Ndrg2,Protein NDRG2,1.30E+07,1.22E+07,1.22E+07,1.25E+07,1.27E+07,1.28E+07,1.13E+07,1.13E+07
Q9QYH6,Q9QYH6,MAGD1_MOUSE,Maged1,Melanoma-associated antigen D1,39724.6,37636.3,40628.9,39765.1,37702.6,28781.2,42461.1,37511.5
Q9QYI3,Q9QYI3,DNJC7_MOUSE,Dnajc7,DnaJ homolog subfamily C member 7,79823.7,77630.8,81798.7,86953.5,75803,79440.9,80113.4,91817.8
Q9QYI4,Q9QYI4,DJB12_MOUSE,Dnajb12,DnaJ homolog subfamily B member 12,74350.1,72447.1,74821.3,68486.7,84382.3,71739.4,80139.6,77603.5
Q9QYI5,Q9QYI5,DNJB2_MOUSE,Dnajb2,DnaJ homolog subfamily B member 2,109896,97878.9,100542,95888.7,104808,98943,111708,103126
Q9QYI6,Q9QYI6,DNJB9_MOUSE,Dnajb9,DnaJ homolog subfamily B member 9,6752.6,5629.73,6779.15,9750.65,8686.42,12246.1,7865.25,9092.71
Q9QYJ0,Q9QYJ0,DNJA2_MOUSE,Dnaja2,DnaJ homolog subfamily A member 2,1.23E+06,1.13E+06,1.12E+06,1.08E+06,1.17E+06,1.22E+06,1.22E+06,1.09E+06
Q9QYJ3,Q9QYJ3,DNJB1_MOUSE,Dnajb1,DnaJ homolog subfamily B member 1,62326.2,78911.9,73671.3,63673,71589.7,88119.3,75480.2,94547.1
Q9QYK5,Q9QYK5,H6ST1_MOUSE,Hs6st1,Heparan-sulfate 6-O-sulfotransferase 1,23708.5,25187.7,17540.8,27965.7,26423.9,18844.1,28120.2,35519.3
